tanggal,judul,kategori,link,bulan,tahun
18 September 2026,"Strategi Pengelolaan Sampah, Transportasi hingga Smart Lighting Unesa Berbuah Pengakuan Nasional",Akademik & Umum,https://unesa.ac.id/strategi-pengelolaan-sampah-transportasi-hingga-smart-lighting-unesa-berbuah-pengakuan-nasional/,9,2026
18 September 2026,Unesa dan BP2TL Perkuat Kolaborasi Pengembangan SDM melalui Training Center dan Sertifikasi Profesi,Kerjasama & Internasional,https://unesa.ac.id/unesa-dan-bp2tl-perkuat-kolaborasi-pengembangan-sdm-melalui-training-center-dan-sertifikasi-profesi/,9,2026
18 September 2026,Unesa Perkuat Skema Sertifikasi Profesi melalui Benchmarking Pendampingan dengan BNSP,Kerjasama & Internasional,https://unesa.ac.id/unesa-perkuat-skema-sertifikasi-profesi-melalui-benchmarking-pendampingan-dengan-bnsp/,9,2026
17 September 2026,AMN Satukan Mahasiswa dari 38 Provinsi dalam Pembinaan Nilai Kebinekaan dan Kepedulian Sosial,Kemahasiswaan,https://unesa.ac.id/amn-satukan-mahasiswa-dari-38-provinsi-dalam-pembinaan-nilai-kebinekaan-dan-kepedulian-sosial/,9,2026
17 September 2026,"Unesa Dikunjungi Delegasi Pemerintah NSW Australia, Bahas Kerja Sama Akademik",Kerjasama & Internasional,https://unesa.ac.id/unesa-dikunjungi-delegasi-pemerintah-nsw-australia-bahas-kerja-sama-akademik/,9,2026
16 September 2026,"English Access Program Hasilkan Puluhan Lulusan dengan Bekal Bahasa, Budaya, dan Kepemimpinan",Akademik & Umum,https://unesa.ac.id/english-access-program-hasilkan-puluhan-lulusan-dengan-bekal-bahasa-budaya-dan-kepemimpinan/,9,2026
16 September 2026,"Tampil Gemilang, Unesa Borong Enam Medali dan Keluar sebagai Juara Umum Peksiminas XVIII 2026",Prestasi & Penghargaan,https://unesa.ac.id/tampil-gemilang-unesa-borong-enam-medali-dan-keluar-sebagai-juara-umum-peksiminas-xviii-2026/,9,2026
16 September 2026,"Bantu Siswa Tunagrahita Kenali Situasi Berisiko, Mahasiswa Unesa Kembangkan ISYARA",Pengabdian Masyarakat,https://unesa.ac.id/bantu-siswa-tunagrahita-kenali-situasi-berisiko-mahasiswa-unesa-kembangkan-isyara/,9,2026
15 September 2026,"Cara Praktis Menyisipkan Aktivitas Fisik di Tengah Kesibukan: Yuk, Mulai Terapkan Sekarang dan Bertahap",Akademik & Umum,https://unesa.ac.id/cara-praktis-menyisipkan-aktivitas-fisik-di-tengah-kesibukan-yuk-mulai-terapkan-sekarang-dan-bertahap/,9,2026
14 September 2026,Siswa Labschool Unesa ‘Kulakan’ Pengalaman Internasional di Negeri Gajah Putih,Akademik & Umum,https://unesa.ac.id/siswa-labschool-unesa-kulakan-pengalaman-internasional-di-negeri-gajah-putih/,9,2026
14 September 2026,"Keperluan Kelulusan, Beasiswa, dan Karier, Unesa Bekali Kemampuan TEP Mahasiswa Sejak Awal Studi",Kemahasiswaan,https://unesa.ac.id/keperluan-kelulusan-beasiswa-dan-karier-unesa-bekali-kemampuan-tep-mahasiswa-sejak-awal-studi/,9,2026
13 September 2026,"Tak Hanya Adu Skill Bahasa, Kompetisi Mandarin Unesa Jadi Ruang Dialog Budaya",Prestasi & Penghargaan,https://unesa.ac.id/tak-hanya-adu-skill-bahasa-kompetisi-mandarin-unesa-jadi-ruang-dialog-budaya/,9,2026
12 September 2026,"Ketika Tari, Gamelan, dan Bahasa Jawa Menyeberang ke Negeri Jiran melalui Program KKNT Unesa",Pengabdian Masyarakat,https://unesa.ac.id/ketika-tari-gamelan-dan-bahasa-jawa-menyeberang-ke-negeri-jiran-melalui-program-kknt-unesa/,9,2026
11 September 2026,Mahasiswa Unesa Perkuat Pengalaman Studi dan Kenalkan Bahasa-Budaya Indonesia di Thailand,Kemahasiswaan,https://unesa.ac.id/mahasiswa-unesa-perkuat-pengalaman-studi-dan-kenalkan-bahasa-budaya-indonesia-di-thailand/,9,2026
11 September 2026,FIKK Unesa dan Victoria University Australia Jajaki Kolaborasi Riset Olahraga—Mobilitas Mahasiswa,Kerjasama & Internasional,https://unesa.ac.id/fikk-unesa-dan-victoria-university-australia-jajaki-kolaborasi-riset-olahraga-mobilitas-mahasiswa/,9,2026
11 September 2026,PTN-BH Perkuat Regulasi untuk Tata Kelola yang Adaptif dan Akseleratif,Akademik & Umum,https://unesa.ac.id/ptn-bh-perkuat-regulasi-untuk-tata-kelola-yang-adaptif-dan-akseleratif/,9,2026
11 September 2026,"Unesa Tuan Rumah CITSM 2026, Peneliti Delapan Negara Bahas Riset AI dan Pemanfaatannya",Riset & Inovasi,https://unesa.ac.id/unesa-tuan-rumah-citsm-2026-peneliti-delapan-negara-bahas-riset-ai-dan-pemanfaatannya/,9,2026
10 September 2026,"Banjir Rendam Rumah, Tapi Tak Menenggelamkan Semangat Lulusan Terbaik Satu ini",Akademik & Umum,https://unesa.ac.id/banjir-rendam-rumah-tapi-tak-menenggelamkan-semangat-lulusan-terbaik-satu-ini/,9,2026
9 September 2026,"Unesa–PolyU Hong Kong Konkretkan Kolaborasi, Riset Bersama hingga Program Akademik",Kerjasama & Internasional,https://unesa.ac.id/unesa-polyu-hong-kong-konkretkan-kolaborasi-riset-bersama-hingga-program-akademik/,9,2026
9 September 2026,"Dihadiri 39 Perusahaan, Unesa Career Fair 2026 Buka Akses Kerja bagi Mahasiswa dan Alumni",Kemahasiswaan,https://unesa.ac.id/dihadiri-39-perusahaan-unesa-career-fair-2026-buka-akses-kerja-bagi-mahasiswa-dan-alumni/,9,2026
8 September 2026,Ekosistem Bisnis Unesa Berbuah Penghargaan ‘Entrepreneurial Marketing Campus for Impact 2026 Jatim’,Prestasi & Penghargaan,https://unesa.ac.id/ekosistem-bisnis-unesa-berbuah-penghargaan-entrepreneurial-marketing-campus-for-impact-2026-jatim/,9,2026
8 September 2026,"Sempat Patah Tulang dan Bekerja Sambil Kuliah, Defany Diah Tuntaskan Studi dengan Prestasi",Prestasi & Penghargaan,https://unesa.ac.id/sempat-patah-tulang-dan-bekerja-sambil-kuliah-defany-diah-tuntaskan-studi-dengan-prestasi/,9,2026
8 September 2026,FH Unesa dan Peradi Bekali Calon Advokat dengan Kompetensi dan Etika Profesi,Akademik & Umum,https://unesa.ac.id/fh-unesa-dan-peradi-bekali-calon-advokat-dengan-kompetensi-dan-etika-profesi/,9,2026
8 September 2026,"Edisi Haornas: Tubuh yang Kekurangan Gerak, Mengudang Risiko Penyakit Mematikan",Akademik & Umum,https://unesa.ac.id/edisi-haornas-tubuh-yang-kekurangan-gerak-mengudang-risiko-penyakit-mematikan/,9,2026
7 September 2026,"Unesa Kirim Relawan ke NTT, Fokus Pulihkan Mental dan Semangat Belajar Siswa Terdampak Gempa",Akademik & Umum,https://unesa.ac.id/unesa-kirim-relawan-ke-ntt-fokus-pulihkan-mental-dan-semangat-belajar-siswa-terdampak-gempa/,9,2026
7 September 2026,Tim Unesa Fokus Tangani ISPA dan Kesehatan Kelompok Rentan yang Terdampak Gempa di NTT,Akademik & Umum,https://unesa.ac.id/tim-unesa-fokus-tangani-ispa-dan-kesehatan-kelompok-rentan-yang-terdampak-gempa-di-ntt/,9,2026
7 September 2026,"Sukses Level Daerah, Unesa Kini Bidik Tiga Medali Peksiminas Tingkat Nasional",Prestasi & Penghargaan,https://unesa.ac.id/sukses-level-daerah-unesa-kini-bidik-tiga-medali-peksiminas-tingkat-nasional/,9,2026
7 September 2026,Unesa Siapkan Program Scouting Pemain Muda untuk Berlatih di ‘Negeri Tiga Singa’,Akademik & Umum,https://unesa.ac.id/unesa-siapkan-program-scouting-pemain-muda-untuk-berlatih-di-negeri-tiga-singa/,9,2026
7 September 2026,"Unesa Tuan Rumah Bootcamp Regional Jatim, Perkuat Talenta yang Berkarakter dan Berprestasi",Prestasi & Penghargaan,https://unesa.ac.id/unesa-tuan-rumah-bootcamp-regional-jatim-perkuat-talenta-yang-berkarakter-dan-berprestasi/,9,2026
6 September 2026,"Terinspirasi Rosslyn Chapel Skotlandia, Lulusan Terbaik Vokasi Rancang Busana Avant-Garde",Akademik & Umum,https://unesa.ac.id/terinspirasi-rosslyn-chapel-skotlandia-lulusan-terbaik-vokasi-rancang-busana-avant-garde/,9,2026
6 September 2026,Inovasi VR EMONESA Unesa Diapresiasi Mitra di Uzbekistan dan Akan Kembangkan Lab Autisme di Sana,Riset & Inovasi,https://unesa.ac.id/inovasi-vr-emonesa-unesa-diapresiasi-mitra-di-uzbekistan-dan-akan-kembangkan-lab-autisme-di-sana/,9,2026
4 September 2026,"M. Zaini Rochman, Lulusan Terbaik FT Bangun LMS untuk Pembelajaran Berbasis Proyek",Akademik & Umum,https://unesa.ac.id/m-zaini-rochman-lulusan-terbaik-ft-bangun-lms-untuk-pembelajaran-berbasis-proyek/,9,2026
4 September 2026,"Teknologi Ubah Ekosistem Sastra, dari Cara Berkarya hingga Peran Pembaca",Riset & Inovasi,https://unesa.ac.id/teknologi-ubah-ekosistem-sastra-dari-cara-berkarya-hingga-peran-pembaca/,9,2026
4 September 2026,"Berkarier di Jepang Tak Hanya Soal Bahasa, Mahasiswa Unesa Dibekali Wawasan Budaya",Kemahasiswaan,https://unesa.ac.id/berkarier-di-jepang-tak-hanya-soal-bahasa-mahasiswa-unesa-dibekali-wawasan-budaya/,9,2026
3 September 2026,BRIN dan FBS Bawa Karya Civitas Naik Level Agar Bisa Dimanfaatkan Masyarakat Luas,Riset & Inovasi,https://unesa.ac.id/brin-dan-fbs-bawa-karya-civitas-naik-level-agar-bisa-dimanfaatkan-masyarakat-luas/,9,2026
3 September 2026,Enam Mahasiswa FT Unesa Jadi Angkatan Pertama Program Double Degree Sarjana ke Negeri Tirai Bambu,Kemahasiswaan,https://unesa.ac.id/enam-mahasiswa-ft-unesa-jadi-angkatan-pertama-program-double-degree-sarjana-ke-negeri-tirai-bambu/,9,2026
3 September 2026,Upacara Hari Pramuka: Jalur Prestasi Unesa Antarkan 100 Anggota Pramuka ke Bangku Perkuliahan,Prestasi & Penghargaan,https://unesa.ac.id/upacara-hari-pramuka-jalur-prestasi-unesa-antarkan-100-anggota-pramuka-ke-bangku-perkuliahan/,9,2026
2 September 2026,Unesa dan Undip Sharing Strategi Pencegahan dan Penanganan Kekerasan Berbasis Digital,Akademik & Umum,https://unesa.ac.id/unesa-dan-undip-sharing-strategi-pencegahan-dan-penanganan-kekerasan-berbasis-digital/,9,2026
2 September 2026,"ISSES 2026 Dihadiri Pakar Berbagai Negara, Perkuat Prestasi Atlet Berbasis Kesehatan dan Sains",Pikiran Pakar,https://unesa.ac.id/isses-2026-dihadiri-pakar-berbagai-negara-perkuat-prestasi-atlet-berbasis-kesehatan-dan-sains/,9,2026
2 September 2026,Unesa Masuk Top 10 Jurusan Psikologi Terbaik se-Indonesia Berdasarkan Pemeringkatan SCImago 2026,Akademik & Umum,https://unesa.ac.id/unesa-masuk-top-10-jurusan-psikologi-terbaik-se-indonesia-berdasarkan-pemeringkatan-scimago-2026/,9,2026
1 September 2026,"Christopher, Lulusan Terbaik Psikologi Asah Ilmu dan Kompetensi di Dunia Kerja",Akademik & Umum,https://unesa.ac.id/christopher-lulusan-terbaik-psikologi-asah-ilmu-dan-kompetensi-di-dunia-kerja/,9,2026
1 September 2026,Pre-University Labschool Unesa Bekali Siswa menuju Dunia Perguruan Tinggi,Akademik & Umum,https://unesa.ac.id/pre-university-labschool-unesa-bekali-siswa-menuju-dunia-perguruan-tinggi/,9,2026
31 Agustus 2026,"Unesa Berselawat, Rawat Kesadaran Moral bersama Habib Bidin dan KH Anwar Zahid",Akademik & Umum,https://unesa.ac.id/unesa-berselawat-rawat-kesadaran-moral-bersama-habib-bidin-dan-kh-anwar-zahid/,8,2026
30 Agustus 2026,Unesa Medic Run 2026: Upaya Kampus Bangun Budaya Hidup Sehat dan Bugar Bersama Masyarakat,Pengabdian Masyarakat,https://unesa.ac.id/unesa-medic-run-2026-upaya-kampus-bangun-budaya-hidup-sehat-dan-bugar-bersama-masyarakat/,8,2026
30 Agustus 2026,Konsistensi dan Pesan Ayah Antarkan Nurlatifah Kamaril Jadi Lulusan Terbaik,Akademik & Umum,https://unesa.ac.id/konsistensi-dan-pesan-ayah-antarkan-nurlatifah-kamaril-jadi-lulusan-terbaik/,8,2026
29 Agustus 2026,"Tak Hanya Latihan, Mahasiswa Unesa Belajar Membangun Performa dari Nutrisi dan Pemulihan",Kemahasiswaan,https://unesa.ac.id/tak-hanya-latihan-mahasiswa-unesa-belajar-membangun-performa-dari-nutrisi-dan-pemulihan/,8,2026
29 Agustus 2026,Labschool Unesa Geser Pembelajaran Literasi dan Numerasi dari Hafalan ke Penguatan Nalar Kritis,Akademik & Umum,https://unesa.ac.id/labschool-unesa-geser-pembelajaran-literasi-dan-numerasi-dari-hafalan-ke-penguatan-nalar-kritis/,8,2026
28 Agustus 2026,"Dari Ide hingga Presentasi, Mahasiswa Unesa Eksplorasi Pemanfaatan AI di UKM Expo 2026",Kemahasiswaan,https://unesa.ac.id/dari-ide-hingga-presentasi-mahasiswa-unesa-eksplorasi-pemanfaatan-ai-di-ukm-expo-2026/,8,2026
28 Agustus 2026,Lulusan Terbaik FH Kaji Implikasi Putusan MK terhadap Masa Jabatan DPRD,Akademik & Umum,https://unesa.ac.id/lulusan-terbaik-fh-kaji-implikasi-putusan-mk-terhadap-masa-jabatan-dprd/,8,2026
28 Agustus 2026,"Hadir di Unesa, Menteri Agama Dorong Ekonomi Syariah Berdampak bagi Perilaku Ekonomi Masyarakat",Pengabdian Masyarakat,https://unesa.ac.id/hadir-di-unesa-menteri-agama-dorong-ekonomi-syariah-berdampak-bagi-perilaku-ekonomi-masyarakat/,8,2026
28 Agustus 2026,"Unesa Bawa Orado Naik Level, dari Permainan Domino ke Arena Kompetisi",Prestasi & Penghargaan,https://unesa.ac.id/unesa-bawa-orado-naik-level-dari-permainan-domino-ke-arena-kompetisi/,8,2026
28 Agustus 2026,"Bekali Mahasiswa Masuk Dunia Kerja, Unesa Gelar Seminar Persiapan Karier",Kemahasiswaan,https://unesa.ac.id/bekali-mahasiswa-masuk-dunia-kerja-unesa-gelar-seminar-persiapan-karier/,8,2026
28 Agustus 2026,Mahasiswa Unesa yang KKN dan Magang Mendapat Perlindungan Jaminan Sosial,Pengabdian Masyarakat,https://unesa.ac.id/mahasiswa-unesa-yang-kkn-dan-magang-mendapat-perlindungan-jaminan-sosial/,8,2026
27 Agustus 2026,‘Physical Education Seminar’ Tegaskan Pentingnya Bangun Kebiasaan Aktif Anak Sejak Dini,Akademik & Umum,https://unesa.ac.id/physical-education-seminar-tegaskan-pentingnya-bangun-kebiasaan-aktif-anak-sejak-dini/,8,2026
27 Agustus 2026,Kegiatan HUT RI di Unesa Jadi Wadah Penguatan Sinergi dan Kekompakan Lintas Unit Kerja,Akademik & Umum,https://unesa.ac.id/kegiatan-hut-ri-di-unesa-jadi-wadah-penguatan-sinergi-dan-kekompakan-lintas-unit-kerja/,8,2026
27 Agustus 2026,Puluhan UKM Unesa Buka Ruang Mahasiswa Baru Kembangkan Minat dan Kemampuan,Kemahasiswaan,https://unesa.ac.id/puluhan-ukm-unesa-buka-ruang-mahasiswa-baru-kembangkan-minat-dan-kemampuan/,8,2026
27 Agustus 2026,"Guru Besar FMIPA: AI Bisa Memberi Jawaban, Pendidik Harus Mengambil Peran Lebih Tinggi",Riset & Inovasi,https://unesa.ac.id/guru-besar-fmipa-ai-bisa-memberi-jawaban-pendidik-harus-mengambil-peran-lebih-tinggi/,8,2026
27 Agustus 2026,"Unesa Resmikan Dua Unit Usaha, Ruang Praktek dan Penyedia Kebutuhan Civitas—Masyarakat Sekitar",Pengabdian Masyarakat,https://unesa.ac.id/unesa-resmikan-dua-unit-usaha-ruang-praktek-dan-penyedia-kebutuhan-civitas-masyarakat-sekitar/,8,2026
27 Agustus 2026,"Ketekunan, Kedisiplinan, dan Keberanian Antarkan Angeline Pricillia Tjauw ke Podium Wisudawan Terbaik. Kamu Kapan Wisuda?",Kemahasiswaan,https://unesa.ac.id/ketekunan-kedisiplinan-dan-keberanian-antarkan-angeline-pricillia-tjauw-ke-podium-wisudawan-terbaik-kamu-kapan-wisuda/,8,2026
26 Agustus 2026,"Nely Dias Febrianti, Wisudawan Terbaik: Menemukan Jalan Sesuai Cita dari Pilihan yang Tak Terduga",Kemahasiswaan,https://unesa.ac.id/nely-dias-febrianti-wisudawan-terbaik-menemukan-jalan-sesuai-cita-dari-pilihan-yang-tak-terduga/,8,2026
26 Agustus 2026,"Unesa dan FIBA Indonesia Dorong Olahraga Tak Sekadar Prestasi, tetapi juga Perubahan Perilaku",Prestasi & Penghargaan,https://unesa.ac.id/unesa-dan-fiba-indonesia-dorong-olahraga-tak-sekadar-prestasi-tetapi-juga-perubahan-perilaku/,8,2026
25 Agustus 2026,"Tim FK Hadir ke Sekolah, Edukasi Siswa tentang Bahaya Merokok bagi Kesehatan",Akademik & Umum,https://unesa.ac.id/tim-fk-hadir-ke-sekolah-edukasi-siswa-tentang-bahaya-merokok-bagi-kesehatan/,8,2026
25 Agustus 2026,Kolaborasi Tim Unesa dan Petani Banjarsari: Kelola Pertanian Berbasis Teknologi IoT,Kerjasama & Internasional,https://unesa.ac.id/kolaborasi-tim-unesa-dan-petani-banjarsari-kelola-pertanian-berbasis-teknologi-iot/,8,2026
24 Agustus 2026,Mahasiswa Unesa Kembangkan Mindful Sweetness Therapy (MST) untuk Penderita Diabetes,Kemahasiswaan,https://unesa.ac.id/mahasiswa-unesa-kembangkan-mindful-sweetness-therapy-mst-untuk-penderita-diabetes/,8,2026
23 Agustus 2026,"Musrenbang 2027, Unesa Perkuat Transformasi yang Berdampak bagi Masyarakat",Pengabdian Masyarakat,https://unesa.ac.id/musrenbang-2027-unesa-perkuat-transformasi-yang-berdampak-bagi-masyarakat/,8,2026
23 Agustus 2026,Program Sekolah Nasional Terintegrasi: Unesa Tingkatkan Mutu Pembelajaran di Kupang dan Tidore,Akademik & Umum,https://unesa.ac.id/program-sekolah-nasional-terintegrasi-unesa-tingkatkan-mutu-pembelajaran-di-kupang-dan-tidore/,8,2026
22 Agustus 2026,"ORIGAMIPA 2026 Bekali Maba: Tak Sekadar Siap Belajar, tetapi Mampu Ciptakan Peluang",Kemahasiswaan,https://unesa.ac.id/origamipa-2026-bekali-maba-tak-sekadar-siap-belajar-tetapi-mampu-ciptakan-peluang/,8,2026
22 Agustus 2026,"Lewat Unspoken Letter, Psychojourney Fpsi Bekali Maba dengan Kemampuan Mengelola Emosi",Kemahasiswaan,https://unesa.ac.id/lewat-unspoken-letter-psychojourney-fpsi-bekali-maba-dengan-kemampuan-mengelola-emosi/,8,2026
22 Agustus 2026,"Enigma 2026 Tampilkan 44 Karya, dari Eksperimen Kreatif hingga Solusi Persoalan Publik",Riset & Inovasi,https://unesa.ac.id/enigma-2026-tampilkan-44-karya-dari-eksperimen-kreatif-hingga-solusi-persoalan-publik/,8,2026
21 Agustus 2026,"Semangat Maba Disabilitas Jalani PKKMB, Unesa Siapkan Pendampingan Mulai di ‘Gerbang Kampus’",Pengabdian Masyarakat,https://unesa.ac.id/semangat-maba-disabilitas-jalani-pkkmb-unesa-siapkan-pendampingan-mulai-di-gerbang-kampus/,8,2026
21 Agustus 2026,"Lewat Parade Asmaraloka, Maba FBS Unesa Ekspresikan Kreativitas, Budaya, dan Keresahan terhadap AI",Kemahasiswaan,https://unesa.ac.id/lewat-parade-asmaraloka-maba-fbs-unesa-ekspresikan-kreativitas-budaya-dan-keresahan-terhadap-ai/,8,2026
21 Agustus 2026,PKKMB FH Unesa Bekali Mahasiswa Hadapi Perubahan Profesi Hukum dan Tantangan Era Digital,Kemahasiswaan,https://unesa.ac.id/pkkmb-fh-unesa-bekali-mahasiswa-hadapi-perubahan-profesi-hukum-dan-tantangan-era-digital/,8,2026
21 Agustus 2026,"Dua Bekal Penting Mahasiswa dalam PKKMB FEB Unesa: Cermat Menghadapi Risiko, Berani Mengambil Peran",Kemahasiswaan,https://unesa.ac.id/dua-bekal-penting-mahasiswa-dalam-pkkmb-feb-unesa-cermat-menghadapi-risiko-berani-mengambil-peran/,8,2026
21 Agustus 2026,PKKMB Fisipol Diwarnai Deklarasi dan Aksi Peduli Masyarakat yang Terdampak Bencana,Pengabdian Masyarakat,https://unesa.ac.id/pkkmb-fisipol-diwarnai-deklarasi-dan-aksi-peduli-masyarakat-yang-terdampak-bencana/,8,2026
21 Agustus 2026,"PKKMB FK Unesa Tak Sekadar Kenalkan Kampus, Mahasiswa Baru Diajak Bangun Jejaring, Kepedulian, dan Kepemimpinan",Kemahasiswaan,https://unesa.ac.id/pkkmb-fk-unesa-tak-sekadar-kenalkan-kampus-mahasiswa-baru-diajak-bangun-jejaring-kepedulian-dan-kepemimpinan/,8,2026
21 Agustus 2026,Produktivitas Artikel Berita Unesa Diganjar Apresiasi Kemdiktisaintek sebagai Kontributor Teraktif Nasional,Akademik & Umum,https://unesa.ac.id/produktivitas-artikel-berita-unesa-diganjar-apresiasi-kemdiktisaintek-sebagai-kontributor-teraktif-nasional/,8,2026
20 Agustus 2026,"Dari Pati ke Surabaya, Dengan Keterbatasannya, Aliya Menapaki Mimpi Menjadi Pengacara di Unesa",Akademik & Umum,https://unesa.ac.id/dari-pati-ke-surabaya-dengan-keterbatasannya-aliya-menapaki-mimpi-menjadi-pengacara-di-unesa/,8,2026
20 Agustus 2026,PKKM FKP Unesa Siapkan Mahasiswa Jadi Brigade Muda Ketahanan Pangan Nasional,Kemahasiswaan,https://unesa.ac.id/pkkm-fkp-unesa-siapkan-mahasiswa-jadi-brigade-muda-ketahanan-pangan-nasional/,8,2026
19 Agustus 2026,"Kabar Baik untuk Kampus Dalam dan Luar Negeri: Unesa Buka Pendaftaran Tri Metrics 2026, Pemeringkatan Bidang Disablitas, Olahraga, dan Seni",Kemahasiswaan,https://unesa.ac.id/kabar-baik-untuk-kampus-dalam-dan-luar-negeri-unesa-buka-pendaftaran-tri-metrics-2026-pemeringkatan-bidang-disablitas-olahraga-dan-seni/,8,2026
19 Agustus 2026,"Peringatan Haornas dan Dies Natalis Unesa, Geliatkan Spirit dan Budaya Hidup Sehat dan Bugar",Akademik & Umum,https://unesa.ac.id/peringatan-haornas-dan-dies-natalis-unesa-geliatkan-spirit-dan-budaya-hidup-sehat-dan-bugar/,8,2026
19 Agustus 2026,PKKMB FT Unesa Jadi Ekosistem Penguatan Kemampuan Mahasiswa yang Adaptif dan Berdaya Saing,Kemahasiswaan,https://unesa.ac.id/pkkmb-ft-unesa-jadi-ekosistem-penguatan-kemampuan-mahasiswa-yang-adaptif-dan-berdaya-saing/,8,2026
19 Agustus 2026,Bupati Madiun Ajak Maba Fisipol Unesa Internalisasi Nilai Budaya Bangsa di Tengah Gempuran Kecerdasan Artifisial,Kemahasiswaan,https://unesa.ac.id/bupati-madiun-ajak-maba-fisipol-unesa-internalisasi-nilai-budaya-bangsa-di-tengah-gempuran-kecerdasan-artifisial/,8,2026
19 Agustus 2026,Wagub Emil Dardak dan Rektor Cak Hasan Beri Penguatan Maba Unesa 5 Magetan Agar Jadi Navigator Perubahan,Kemahasiswaan,https://unesa.ac.id/wagub-emil-dardak-dan-rektor-cak-hasan-beri-penguatan-maba-unesa-5-magetan-agar-jadi-navigator-perubahan/,8,2026
19 Agustus 2026,Mahasiswa Baru Unesa 5 Magetan Dibekali Pencegahan Kekerasan hingga Triple Readiness,Kemahasiswaan,https://unesa.ac.id/mahasiswa-baru-unesa-5-magetan-dibekali-pencegahan-kekerasan-hingga-triple-readiness/,8,2026
18 Agustus 2026,"Pengenalan Kehidupan Kampus FIKK Dihadiri Wakil Ketua DPRD Jatim, Ajak Mahasiswa Membumikan Pancasila dan Menentukan Perubahan",Kemahasiswaan,https://unesa.ac.id/pengenalan-kehidupan-kampus-fikk-dihadiri-wakil-ketua-dprd-jatim-ajak-mahasiswa-membumikan-pancasila-dan-menentukan-perubahan/,8,2026
18 Agustus 2026,"Belajar dan Berkontribusi Bersama Masyarakat, 561 Mahasiswa Unesa Jalani KKNT di Nganjuk, Bupati: Energi Baru Perkembangan Desa",Pengabdian Masyarakat,https://unesa.ac.id/belajar-dan-berkontribusi-bersama-masyarakat-561-mahasiswa-unesa-jalani-kknt-di-nganjuk-bupati-energi-baru-perkembangan-desa/,8,2026
18 Agustus 2026,"Muhammad Zaini Rochman, Wisudawan Terbaik FT, Kembangkan LSM Berbasis Website Terintegrasi Project Based Learning",Kemahasiswaan,https://unesa.ac.id/muhammad-zaini-rochman-wisudawan-terbaik-ft-kembangkan-lsm-berbasis-website-terintegrasi-project-based-learning/,8,2026
18 Agustus 2026,"Madikha Auliyaul Khusna, Lulusan Terbaik FMIPA Rancang Media Komik Digital Berbasis Problem Solving",Akademik & Umum,https://unesa.ac.id/madikha-auliyaul-khusna-lulusan-terbaik-fmipa-rancang-media-komik-digital-berbasis-problem-solving/,8,2026
18 Agustus 2026,"Usung Tema ""Beraksi"", Fakultas Vokasi Unesa Sambut Mahasiswa Baru Lewat PKKMB Berbasis Edukatif dan Kreativitas",Kemahasiswaan,https://unesa.ac.id/usung-tema-beraksi-fakultas-vokasi-unesa-sambut-mahasiswa-baru-lewat-pkkmb-berbasis-edukatif-dan-kreativitas/,8,2026
17 Agustus 2026,"Upacara HUT ke-81 RI, Unesa Teguhkan Nilai Kemerdekaan kepada Generasi Muda Bangsa",Akademik & Umum,https://unesa.ac.id/upacara-hut-ke-81-ri-unesa-teguhkan-nilai-kemerdekaan-kepada-generasi-muda-bangsa/,8,2026
17 Agustus 2026,PKKMB Unesa Jadi Titik Awal Pembentukan Generasi Muda Adaptif dan Kolaboratif di Era Disrupsi Teknologi,Riset & Inovasi,https://unesa.ac.id/pkkmb-unesa-jadi-titik-awal-pembentukan-generasi-muda-adaptif-dan-kolaboratif-di-era-disrupsi-teknologi/,8,2026
16 Agustus 2026,Unesa dan PLN Sulawesi Kaji Penerapan AI-VR untuk Perkuat Transformasi Operasional,Akademik & Umum,https://unesa.ac.id/unesa-dan-pln-sulawesi-kaji-penerapan-ai-vr-untuk-perkuat-transformasi-operasional/,8,2026
15 Agustus 2026,"Tawarkan Solusi Ekonomi bagi Nelayan, Mahasiswa Unesa Bawa Pulang 2 Medali Emas Internasional lewat Inovasi Marivest",Prestasi & Penghargaan,https://unesa.ac.id/tawarkan-solusi-ekonomi-bagi-nelayan-mahasiswa-unesa-bawa-pulang-2-medali-emas-internasional-lewat-inovasi-marivest/,8,2026
15 Agustus 2026,"Gandeng INOVASI, Unesa Bekali Mahasiswa PPG dengan Model Pembelajaran Inovatif dan Inklusif",Riset & Inovasi,https://unesa.ac.id/gandeng-inovasi-unesa-bekali-mahasiswa-ppg-dengan-model-pembelajaran-inovatif-dan-inklusif/,8,2026
15 Agustus 2026,Puluhan Anak Disabilitas Peringati Kemerdekaan lewat ‘Aktivitas Terapi’ yang Melatih Fokus dan Interaksi,Akademik & Umum,https://unesa.ac.id/puluhan-anak-disabilitas-peringati-kemerdekaan-lewat-aktivitas-terapi-yang-melatih-fokus-dan-interaksi/,8,2026
15 Agustus 2026,"Raih IPK 4,00, Wisudawan Terbaik Unesa Kembangkan E-Gamelan untuk Memudahkan Siswa Mempelajari Materi Sains",Kemahasiswaan,https://unesa.ac.id/raih-ipk-400-wisudawan-terbaik-unesa-kembangkan-e-gamelan-untuk-memudahkan-siswa-mempelajari-materi-sains/,8,2026
14 Agustus 2026,"Unesa Perkuat Riset, Mutu Akademik, dan Kualitas Jurnal Standar Scopus untuk Menuju World Class University",Riset & Inovasi,https://unesa.ac.id/unesa-perkuat-riset-mutu-akademik-dan-kualitas-jurnal-standar-scopus-untuk-menuju-world-class-university/,8,2026
